Markdown Path,Markdown Filename,title,articleIndex,index,description,date,draft,contributors,contributor.role,contributor.name,contributor.headshot,contributor.caption,contributor.bio,articletype,azure_dir,header_image,header_image.filename,header_image.alt_text,tags,byline,subtitle,no_leaf_bug,Obsolete Front Matter
volume-vi-issue-1,dean.md,Prairie Transform...,,,,,False,1,author,Thomas Dean,grinnell_28604_OB...,,***Thomas  Dean  ...,Essay,rootstalk-2020-sp...,,,,,,,,['azure_headerimage']
volume-vi-issue-1,teigland.md,My Boyhood Days o...,,,,,False,1,author,John B. Teigland,grinnell_28565_OB...,,***John B. Teigla...,Personal Essay,rootstalk-2020-sp...,,,,,,,,['azure_headerimage']
volume-vi-issue-1,fatehpuria.md,Nature and Natura...,,,,,False,2,author,Aru Fatehpuria,,,,Closeup,rootstalk-2020-sp...,,,,arts,,,,['azure_headerimage']
volume-vi-issue-1,payne.md,Rescuing A 'Threa...,,,,,False,2,interviewee,Harvey Payne,grinnell_28554_OB...,,_*Harvey Payne*_ ...,Interview,rootstalk-2020-sp...,,,,,,,,['azure_headerimage']
volume-vi-issue-1,_index.md,"Volume VI, Issue 1",,,Spring 2020,,,,,,,,,,rootstalk-2020-sp...,,,,,,,,"['sidebar', 'pid', 'issueIndex']"
volume-vi-issue-1,fatehpuria2.md,Farm to Fork Tales,,,,,False,2,interviewee,Mary Swander,grinnell_28575_OB...,,Mary Swander is t...,Feature,rootstalk-2020-sp...,,,,,,,,['azure_headerimage']
volume-i-issue-1,_index.md,"Volume I, Issue 1",,,The inaugural iss...,,,,,,,,,,rootstalk-2015-sp...,,,,,,,,"['issueIndex', 'pid']"
volume-vii-issue-2,bower.md,'Imagination Is a...,3,,,,False,1,author,Betsy Bower,grinnell_29909_OB...,,Betsy Bower is a ...,Interview,rootstalk-2021-sp...,True,grinnell_29988_OB...,This header image...,small town issues...,,,,[]
volume-vii-issue-2,endangered-animals.md,Endagered Animals...,6,,,,False,,,,,,,Feature,rootstalk-2021-sp...,True,grinnell_29987_OB...,This header image...,"prairie fauna,bir...",,,,[]
volume-vii-issue-2,ross.md,Murder at A Midwe...,12,,,,False,1,author,Jason Ross,grinnell_29963_OB...,,***Jason Ross*** ...,Essay,rootstalk-2021-sp...,True,grinnell_29999_OB...,This header image...,"essay,history,pol...",,,,[]
volume-vii-issue-2,baechtel.md,Editor's Note: Th...,2,,,,False,3,editor,Mark Baechtel,grinnell_29901_OB...,,***Mark Baechtel*...,editor's note,rootstalk-2021-sp...,True,grinnell_29986_OB...,This header image...,"editor's note,per...",,,,[]
volume-vii-issue-2,kouchi.md,Water management ...,9,,,,False,1,author,Nina Kouchi,grinnell_29935_OB...,,***Nina Kouchi***...,Essay/Closeup,rootstalk-2021-sp...,True,grinnell_29996_OB...,This header image...,"essay,closeup,wat...",,,,[]
volume-vii-issue-2,andelson.md,Publisher's Note:...,1,,,,False,1,author,Jon Andelson,grinnell_29897_OB...,,***Jon Andelson**...,Publisher's Note,rootstalk-2021-sp...,True,grinnell_29985_OB...,This header image...,"publisher's note,...",,,,[]
volume-vii-issue-2,clotfelter.md,Harvesting Wheat ...,7,,,,False,1,author,Beryl Clotfelter,grinnell_29924_OB...,,Born in Oklahoma ...,Personal Essay,rootstalk-2021-sp...,True,grinnell_29990_OB...,This header image...,"personal essay,ag...",,,,[]
volume-vii-issue-2,boyce.md,"Sod House, Green ...",11,,,,False,1,author,Eric Bjorn Boyce,grinnell_29913_OB...,,***Eric Bjorn Boy...,video,rootstalk-2021-sp...,True,grinnell_29989_OB...,This header image...,"video,architectur...",,,,[]
volume-vii-issue-2,ottenstein.md,"'Land, Wind and S...",8,,,,False,1,author,David Ottenstein,grinnell_29947_OB...,,David Ottenstein ...,Photography,rootstalk-2021-sp...,True,grinnell_29997_OB...,This header image...,"appreciation,prai...",,,,[]
volume-vii-issue-2,johnson.md,Along the Way,5,,,,False,1,author,Shiraz Johnson,grinnell_29933_OB...,,***Shiraz Johnson...,Multimedia Essay,rootstalk-2021-sp...,True,grinnell_29991_OB...,This header image...,"personal essay,po...",,,,[]
volume-vii-issue-2,ojendyk.md,"Hillsdale, Illino...",4,,,,False,1,author,William Ojendyk,grinnell_29832_OB...,,[William Ojendyk]...,Photography,rootstalk-2021-sp...,True,grinnell_29831_OB...,This header image...,photography,,,,[]
volume-vii-issue-2,taylor.md,Texas's Changing ...,10,,,,False,1,author,Craig Taylor,grinnell_29972_OB...,,***Craig Taylor**...,Interview,rootstalk-2021-sp...,True,grinnell_29971_OB...,This header image...,"interview,invasiv...",,,,[]
volume-vii-issue-2,_index.md,"Volume VII, Issue 2",,,Spring 2021,,,,,,,,,,rootstalk-2021-sp...,,,,,,,,"['sidebar', 'pid', 'issueIndex']"
volume-iv-issue-1,clark.md,Two Poems,,clark,,08/11/2021 13:37:14,False,1,author,Hannah Clark,Hannah_Clark.png,Photo courtesy of...,Hannah Clark has ...,poem,rootstalk-2017-fall,True,clark-header.jpg,,poem,,,,[]
volume-iv-issue-1,burt-volume-iv-issue-1.md,Prairie Burn,,,,,False,,,,,,,,rootstalk-2017-fall,,,,,,,,"['author', 'azure_headerimage', 'azure_headshot', 'authorbio']"
volume-iv-issue-1,rideout.md,Selections from '...,,rideout,Short fiction by ...,08/11/2021 13:37:14,False,1,author,Molly Rideout,Molly_Rideout_col...,Photo courtesy of...,Molly Rideout’s f...,short fiction,rootstalk-2017-fall,,,,short fiction,,,,['azure_headerimage']
volume-iv-issue-1,publisher.md,The Community in ...,,publisher,,08/11/2021 13:37:14,False,1,author,Jon Andelson,Jon_autumn_headsh...,Photo courtesy of...,Jon Andelson is t...,publisher's note,rootstalk-2017-fall,,,,"publisher's note,...",,,,['azure_headerimage']
volume-iv-issue-1,editor.md,Associate Editor'...,,editor,,08/11/2021 13:37:14,False,1,associate editor,Emily Mamrak,Emily_headshot.jpg,Photo courtesy of...,Emily Mamrak is a...,Editor's Note,rootstalk-2017-fall,,,,"Editor's Note,per...",,,,['azure_headerimage']
volume-iv-issue-1,lewis-beck.md,Two Poems,,lewis-beck,,08/11/2021 13:37:14,False,1,author,Mike Lewis-Beck,Lewis-Beck-07-04-...,Photo courtesy of...,"Mike Lewis-Beck, ...",poem,rootstalk-2017-fall,,,,poem,,,,['azure_headerimage']
volume-iv-issue-1,dunham.md,"Animal, Vegetable...",,dunham,,08/11/2021 13:37:14,False,1,author,Arthur Grinnell D...,Dunham_headshot.jpg,Photo courtesy of...,Arthur Grinnell D...,Interview,rootstalk-2017-fall,True,dunham-header.jpg,,interview,,,,[]
volume-iv-issue-1,jackson.md,Saving the Monarc...,,jackson,,08/11/2021 13:37:14,False,1,author,Laura J. Jackson,Jackson_headshot_...,Photo courtesy of...,[Laura Jackson](h...,Essay,rootstalk-2017-fall,,,,essay,,,,['azure_headerimage']
volume-iv-issue-1,luftig.md,Three Poems,,luftig,,08/11/2021 13:37:14,False,1,poet,Richard Luftig,Luftig_headshot.jpg,Photo courtesy of...,Richard Luftig is...,poem,rootstalk-2017-fall,True,luftig-header.jpg,,poem,,,,[]
volume-iv-issue-1,birds.md,Birds of the Prairie,,birds,,08/11/2021 13:37:14,False,1,photographer,Ken Saunders,,,,photography,rootstalk-2017-fall,,,,photography,,,,['azure_headerimage']
volume-iv-issue-1,chirdon.md,Short fiction by ...,,chirdon,,08/11/2021 13:37:14,False,1,author,Quentin Chirdon,Q_Chirdon_Headsho...,Photo courtesy of...,Quentin Chirdon h...,Fiction,rootstalk-2017-fall,,,,"fiction,short story",,,,['azure_headerimage']
volume-iv-issue-1,bernal.md,A Farmer for Two ...,,bernal,,06/11/2021 13:25:44,False,1,author,Mary Rose Bernal,maryroseheadshot.jpg,Photo courtesy of...,Mary Rose Bernal ...,Personal Essay,rootstalk-2017-fall,True,bernal-header.jpg,,essay,,,,[]
volume-iv-issue-1,munoz.md,Photography,,munoz,,08/11/2021 13:37:14,False,1,photographer,Oliver Muñoz,,,,photography,rootstalk-2017-fall,True,munoz-header.jpg,,photography,,,True,[]
volume-iv-issue-1,kugel.md,The Moon Shines o...,,kugel,,08/11/2021 13:37:14,False,,,,,,,Video,rootstalk-2017-fall,,,,video essay,,,,['azure_headerimage']
volume-iv-issue-1,mutel.md,Roots Talk! Episo...,,mutel,A Podcast Intervi...,08/11/2021 13:37:14,False,4,interviewer,Marie Kolaric,,,,Podcast Interview,rootstalk-2017-fall,True,mutel-header.jpg,,"podcast,interview",,,,[]
volume-iv-issue-1,freeberg.md,Growing A House i...,,freeburg,,08/11/2021 13:37:14,False,1,author,John Freeberg,farmhouse1.png,Photo by Werner E...,John Freeberg has...,Essay,rootstalk-2017-fall,True,freeburg-header.jpg,,essay,,,,[]
volume-iv-issue-1,_index.md,"Volume IV, Issue 1",,,Fall 2017,,,,,,,,,,rootstalk-2017-fall,,,,,,,,"['issueIndex', 'sidebar', 'pid']"
volume-iv-issue-1,evans-volume-iv-issue-1.md,Live Theatre and ...,,,,2021-11-03 08:25:58,False,1,author,Abigail Evans,evans_headshot_cr...,,Abigail Evans is ...,Essay,rootstalk-2017-fall,True,evans-header.jpg,,"Essay,arts,history",,,,[]
volume-iv-issue-1,moffett.md,Addiction,,moffett,,08/11/2021 13:37:14,False,1,author,Sandy Moffett,Sandy_1.jpg,Photo courtesy of...,"Sandy Moffett, Em...",Essay,rootstalk-2017-fall,,,,essay,,,,['azure_headerimage']
volume-v-issue-1,what-do-you-think-community-is.md,What Do You Think...,,,What's the best w...,2020-08-06 15:59:41,False,1,author,Kaitie Hess,grinnell_28450_OB...,,Kaitie Hess is a ...,Photo Essay,rootstalk-2018-fall,,,,Photo Essay,,,,['azure_headerimage']
volume-v-issue-1,editors-note-VolV_Issue1.md,We Contain Multit...,,,In a community wr...,2020-10-26 18:24:01,False,1,editor,Mark Baechtel,,,,Editor's Note,rootstalk-2018-fall,,,,Editor's Note,,,,['azure_headerimage']
volume-v-issue-1,welcoming-the-world-to-our-farm.md,"Pony Rides, Vice-...",,,A farm is many th...,2020-08-06 15:59:41,False,1,author,Shirley Moyer,grinnell_28445_OB...,,Shirley Moyer was...,Memoir,rootstalk-2018-fall,,,,Memoir,,Welcoming the Wor...,,['azure_headerimage']
volume-v-issue-1,roots-talk-podcast-ep-5.md,Roots Talk! Podca...,,,In Rootstalk's fi...,2020-12-14 17:32:05,False,3,interviewee,Brandi Janssen,,,[Brandi Janssen](...,Podcast,rootstalk-2018-fall,,,,Podcast,Brandi Janssen,What Local Foods ...,,['azure_headerimage']
volume-v-issue-1,a-place-to-call-home.md,A Place to Call Home,,,"A ""rubber band co...",2020-10-26 18:22:27,False,1,author,Bridget Brandt,grinnell_28445_OB...,,Bridget Brandt gr...,Memoir,rootstalk-2018-fall,,,,Memoir,,,,['azure_headerimage']
volume-v-issue-1,publishers-note-VolV-Issue1.md,It Takes a Villag...,,,"What does ""commun...",2020-08-06 15:59:41,False,1,publisher,Jon Andelson,grinnell_28446_OB...,,*Jon Andelson* is...,Publisher's Note,rootstalk-2018-fall,,,,Publisher's Note,,,,['azure_headerimage']
volume-v-issue-1,community-commons-ecological-restoration.md,"Community, Common...",,,How do we reverse...,2020-08-06 04:59:25,False,1,author,Joshua Lockyer,,,"[Joshua Lockyer, ...",Essay,rootstalk-2018-fall,,,,Essay,,,,"['headerimage', 'azure_headerimage']"
volume-v-issue-1,closeup-regan-golden.md,Regan Golden,,,To depict ecologi...,2020-08-06 15:54:23,False,1,artist,Regan Golden,grinnell_28440_OB...,,[Regan Golden](ht...,Closeup,rootstalk-2018-fall,,,,Closeup,,,,"['author', 'azure_headerimage']"
volume-v-issue-1,cheyenne-bottoms.md,Cheyenne Bottoms,,,During the yearly...,2020-08-06 04:58:10,False,1,author,Alicia DeHaan,,,,Essay,rootstalk-2018-fall,,,,Essay,,The Indispensible...,,"['headerimage', 'azure_headerimage']"
volume-v-issue-1,little-prairie-on-the-freeway.md,Little Prairie On...,,,Blake said we can...,2020-08-06 05:04:41,False,1,author,Cindy Crosby,,,,Essay,rootstalk-2018-fall,,,,Essay,,,,"['headerimage', 'azure_headerimage']"
volume-v-issue-1,jumping-into-the-void.md,Jumping Into the ...,,,What does an arti...,2020-12-11 22:31:00,False,2,interviewee,Sarah Kargol,,,[Sarah Kargol](ht...,Interview,rootstalk-2018-fall,,,,Interview,,Creating a Commun...,,['azure_headerimage']
volume-v-issue-1,healing-the-smallest-casualty.md,Healing the Small...,,,It's a long way f...,2020-08-06 15:55:38,False,1,author,Randall Hotchkin,grinnell_28442_OB...,,[Randall Hotchkin...,Personal Essay,rootstalk-2018-fall,,,,Personal Essay,,,,['azure_headerimage']
volume-v-issue-1,on-the-changing-nature-of-the-obituary.md,On the Changing N...,,,Want to know how ...,2020-08-06 15:59:41,False,1,author,Mary Kay Shanley,grinnell_28443_OB...,,[Mary Kay Shanley...,Essay,rootstalk-2018-fall,,,,Essay,,,,['azure_headerimage']
volume-v-issue-1,two-poems-richard-luftig.md,Two Poems,,,Richard Luftig's ...,2020-08-06 15:59:41,False,1,author,Richard Luftig,grinnell_28444_OB...,,Richard Luftig is...,Poetry,rootstalk-2018-fall,,,,Poetry,,,,['azure_headerimage']
volume-v-issue-1,two-poems-rodney-nelson.md,Two Poems,,,In this poet's wo...,2020-08-06 16:33:19,False,1,author,Rodney Nelson,grinnell_28438_OB...,,Rodney Nelson’s w...,Poetry,rootstalk-2018-fall,,,,Poetry,,,,['azure_headerimage']
volume-v-issue-1,building-the-agricultural-city.md,Building The Agri...,,,"This contributor,...",2020-08-06 15:53:42,False,1,author,Fred Kirschenmann,grinnell_28449_OB...,,[Frederick L. Kir...,Book Review,rootstalk-2018-fall,,,,Book Review,,*A Handbook for R...,,['azure_headerimage']
volume-v-issue-1,mammals-of-the-prairie.md,Mammals of the Pr...,,,In this issue we'...,2020-08-06 15:48:30,False,2,photographer,Bruce Leventhal,,,,Multimedia,rootstalk-2018-fall,,,,Multimedia,Leventhal and Sau...,,,"['azure_headerimage', 'pdf_dg']"
volume-v-issue-1,extraction-roots-energy-plains.md,"Extraction, Roots...",,,This scholar of N...,2020-08-06 15:55:03,False,1,author,Sebastian Braun,grinnell_28441_OB...,,[Sebastian Braun]...,Essay,rootstalk-2018-fall,,,,Essay,,,,['azure_headerimage']
volume-v-issue-1,first-taste-of-freedom.md,A Child's First T...,,,"A costume, a pill...",2020-08-06 13:49:54,False,1,author,Sam Cox,grinnell_28431_OB...,,Sam Cox is the pr...,Memoir,rootstalk-2018-fall,,,,Memoir,,,,['azure_headerimage']
volume-v-issue-1,worthless-rocks.md,Worthless Rocks,,,On any given outi...,2020-10-26 18:24:44,False,1,author,John C. Whittaker,whittaker-headsho...,,[John Whittaker](...,Essay,rootstalk-2018-fall,True,arrowheads.jpg,,Essay,,,,[]
volume-v-issue-1,two-poems-john-grey.md,Two Poems,,,The poet--an Aust...,2020-08-06 05:08:57,False,1,author,John Grey,,,,Poetry,rootstalk-2018-fall,,,,Poetry,,,,"['headerimage', 'azure_headerimage']"
volume-v-issue-1,my-integrated-life-pt-1.md,My Integrated Life,,,"Musician, journal...",2020-08-06 05:05:14,False,1,author,Dartanyan Brown,brown-headshot.png,,Dartanyan Brown i...,Essay,rootstalk-2018-fall,True,brown-header.png,,Essay,,Part 1,,[]
volume-v-issue-1,_index.md,"Volume V, Issue 1",,,Fall 2018,,,,,,,,,,rootstalk-2018-fall,,,,,,,,"['issueIndex', 'sidebar', 'pid']"
volume-v-issue-1,the-hottest-car-in-town.md,The Hottest Car i...,,,There was a time ...,2020-08-06 15:59:41,False,1,author,Allan Moyer,grinnell_28448_OB...,,Allan Moyer was b...,Memoir,rootstalk-2018-fall,,,,Memoir,,,,['azure_headerimage']
volume-ii-issue-2,thomasch-2.md,“We Lived There O...,13,thomasch-2,,05/10/2022 21:25:24,False,1,author,Emma Thomasch,,, ,,rootstalk-2016-sp...,True,,," , ",,,,[]
volume-ii-issue-2,herrnstadt.md,,16,herrnstadt,,05/10/2022 21:25:24,False,1,author,,,, ,,rootstalk-2016-sp...,True,,," , ",,,,[]
volume-ii-issue-2,harris-love.md,Minnesota is a Te...,15,harris-love,,05/10/2022 21:25:24,False,1,author,Michelle Harris-Love,Harris_Love.jpg,Photo courtesy of...,Michelle Harris-L...,,rootstalk-2016-sp...,True,,," , ",,,,[]
volume-ii-issue-2,arena.md,Jana the Biking B...,,arena,,08/11/2021 13:38:17,False,3,Interviewee,Jana Kinsman,AA_BikeaBee_JanaP...,Photo courtesy of...,Jana Kinsman is a...,,rootstalk-2016-sp...,True,arena-header.jpg,," , ",,,,[]
volume-ii-issue-2,kaiser.md,Albert Kahn’s Arc...,9,kaiser,,05/10/2022 21:25:24,False,1,author,Dan Kaiser,Dan_Kaiser_headsh...,Photo courtesy of...,Dan Kaiser is ret...,,rootstalk-2016-sp...,True,,," , ",,,,[]
volume-ii-issue-2,carl.md,Barn Quilts in Po...,14,carl,,05/10/2022 21:25:24,False,1,author,Janet Carl,Janet_Carl_(2).jpg,Photo courtesy of...,Janet Carl is the...,,rootstalk-2016-sp...,True,,," , ",,,,[]
volume-ii-issue-2,johnson.md,Up Hill Both Ways...,8,johnson,,05/10/2022 21:25:24,False,2,author,Helen Johnson,Helen_Johnson_(1)...,Photo courtesy of...,Helen Ikerd Johns...,,rootstalk-2016-sp...,True,johnson-header.png,," , ",,,,[]
volume-ii-issue-2,kyaruzi.md,Underground Skies,10,kyaruzi,,05/10/2022 21:25:24,False,1,author,Ajuna Kyaruzi,Kyaruzi-headshot.jpg,Photo courtesy of...,Ajuna Kyaruzi is ...,,rootstalk-2016-sp...,True,,," , ",,,,[]
volume-ii-issue-2,duncombe-mills.md,Photo Essay,7,duncombe-mills,,05/10/2022 21:25:24,False,1,author,Elle Duncombe-Mills,Duncombe_Mills_cr...,Photo courtesy of...,Elle Azul Duncomb...,,rootstalk-2016-sp...,True,,," , ",,,True,[]
volume-ii-issue-2,weeks.md,What I Learned at...,,weeks,,08/11/2021 13:38:17,False,1,author,Dan Weeks,Weeks_photo.jpg,Photo courtesy of...,Dan Weeks (danwwe...,,rootstalk-2016-sp...,True,weeks-header.jpg,," , ",,,,[]
volume-ii-issue-2,kincaid.md,Rabbit Drive,12,kincaid,,05/10/2022 21:25:24,False,1,author,Todd Kincaid,TKguitar-2.jpg,Photo courtesy of...,Todd Kincaid is a...,,rootstalk-2016-sp...,True,,," , ",,,,[]
volume-ii-issue-2,thomasch-1.md,Breaking the Sile...,11,thomasch-1,,05/10/2022 21:25:24,False,2,Author,Emma Thomasch,,,,,rootstalk-2016-sp...,True,,," , ",,,,[]
volume-ii-issue-2,snow.md,Poetry of Cultura...,,snow,,08/11/2021 13:38:17,False,1,author,Stephanie Snow,GetUserPhoto.jpg,Photo courtesy of...,Stephanie Snow is...,,rootstalk-2016-sp...,True,snow-header.jpg,," , ",,,,[]
volume-ii-issue-2,_index.md,"Volume II, Issue 2",,,Spring 2016,,,,,,,,,,rootstalk-2016-sp...,,,,,,,,"['issueIndex', 'pid']"
volume-iii-issue-1,haldy.md,Long Player: 33 1...,13,haldy,,01/04/2022 08:58:15,False,1,author,Lanny Haldy,Haldy_crop.jpg,Photo courtesy of...,Lanny Haldy recei...,,rootstalk-2016-fall,,,,essay,,,,['azure_headerimage']
volume-iii-issue-1,saunders.md,Closeup: Ken Saun...,16,saunders,,01/04/2022 08:58:15,False,1,author,Ken Saunders,HUMN_-_16-0710_-_...,Photo courtesy of...,,,rootstalk-2016-fall,,,,"closeup,essay",,,,['azure_headerimage']
volume-iii-issue-1,gray.md,"“One Clover, and ...",5,gray,,01/04/2022 08:58:15,False,1,author,Amanda Gray,Gray_headshot1.png,Photo courtesy of...,Amanda Gray is a ...,Essay,rootstalk-2016-fall,,,,essay,,,,['azure_headerimage']
